province,average
beijing,130
shandong,80
hunan,76
guangxi,66
qinghai,99
jiangsu,67
ningxia,85
sichuan,58
shan3xi,141
liaoning,91
guangdong,58
jilin,84
anhui,70
tianjin,133
shanghai,54
xizang,72
gansu,111
hebei,111
hainan,31
neimenggu,106
haerbin,86
yunnan,50
hubei,92
zhejiang,84
chongqing,50
xinjiang,94
henan,120
shan1xi,88
guizhou,48
fujian,42
jiangxi,89
