province,average
beijing,54
shandong,42
hunan,33
guangxi,39
qinghai,28
jiangsu,50
ningxia,55
sichuan,56
shan3xi,55
liaoning,60
guangdong,39
jilin,76
anhui,59
tianjin,48
shanghai,32
xizang,40
gansu,54
hebei,42
hainan,23
neimenggu,57
haerbin,56
yunnan,48
hubei,22
zhejiang,56
chongqing,39
xinjiang,74
henan,52
shan1xi,61
guizhou,49
fujian,58
jiangxi,57
