province,average
beijing,63
shandong,59
hunan,65
guangxi,63
qinghai,56
jiangsu,55
ningxia,48
sichuan,47
shan3xi,64
liaoning,58
guangdong,59
jilin,59
anhui,61
tianjin,77
shanghai,55
xizang,23
gansu,65
hebei,56
hainan,39
neimenggu,63
haerbin,54
yunnan,51
hubei,66
zhejiang,55
chongqing,48
xinjiang,67
henan,65
shan1xi,58
guizhou,53
fujian,53
jiangxi,54
