province,average
beijing,93
shandong,91
hunan,64
guangxi,44
qinghai,95
jiangsu,107
ningxia,105
sichuan,56
shan3xi,78
liaoning,71
guangdong,52
jilin,82
anhui,95
tianjin,77
shanghai,39
xizang,55
gansu,91
hebei,73
hainan,30
neimenggu,80
haerbin,93
yunnan,47
hubei,65
zhejiang,127
chongqing,46
xinjiang,33
henan,88
shan1xi,75
guizhou,53
fujian,71
jiangxi,87
