province,average
beijing,36
shandong,43
hunan,63
guangxi,47
qinghai,51
jiangsu,66
ningxia,53
sichuan,80
shan3xi,55
liaoning,45
guangdong,29
jilin,55
anhui,63
tianjin,33
shanghai,61
xizang,36
gansu,62
hebei,30
hainan,34
neimenggu,52
haerbin,44
yunnan,70
hubei,62
zhejiang,57
chongqing,67
xinjiang,63
henan,43
shan1xi,44
guizhou,79
fujian,25
jiangxi,61
