province,average
beijing,268
shandong,63
hunan,65
guangxi,55
qinghai,76
jiangsu,48
ningxia,66
sichuan,69
shan3xi,83
liaoning,76
guangdong,36
jilin,78
anhui,49
tianjin,137
shanghai,47
xizang,31
gansu,101
hebei,100
hainan,25
neimenggu,106
haerbin,72
yunnan,50
hubei,80
zhejiang,63
chongqing,61
xinjiang,54
henan,117
shan1xi,97
guizhou,55
fujian,51
jiangxi,45
