province,average
beijing,47
shandong,94
hunan,62
guangxi,35
qinghai,109
jiangsu,95
ningxia,85
sichuan,69
shan3xi,75
liaoning,53
guangdong,41
jilin,77
anhui,69
tianjin,122
shanghai,78
xizang,54
gansu,130
hebei,77
hainan,16
neimenggu,82
haerbin,62
yunnan,65
hubei,65
zhejiang,71
chongqing,64
xinjiang,61
henan,63
shan1xi,66
guizhou,55
fujian,57
jiangxi,66
