province,average
beijing,164
shandong,107
hunan,66
guangxi,62
qinghai,138
jiangsu,96
ningxia,138
sichuan,85
shan3xi,92
liaoning,283
guangdong,37
jilin,146
anhui,86
tianjin,167
shanghai,74
xizang,36
gansu,136
hebei,101
hainan,31
neimenggu,206
haerbin,83
yunnan,55
hubei,71
zhejiang,78
chongqing,93
xinjiang,76
henan,96
shan1xi,107
guizhou,76
fujian,58
jiangxi,63
