province,average
beijing,82
shandong,67
hunan,55
guangxi,43
qinghai,95
jiangsu,45
ningxia,66
sichuan,61
shan3xi,87
liaoning,70
guangdong,43
jilin,122
anhui,35
tianjin,69
shanghai,23
xizang,49
gansu,69
hebei,55
hainan,29
neimenggu,79
haerbin,89
yunnan,51
hubei,66
zhejiang,54
chongqing,44
xinjiang,82
henan,90
shan1xi,75
guizhou,55
fujian,82
jiangxi,73
