province,average
beijing,118
shandong,66
hunan,62
guangxi,109
qinghai,94
jiangsu,75
ningxia,87
sichuan,84
shan3xi,124
liaoning,81
guangdong,62
jilin,80
anhui,96
tianjin,84
shanghai,61
xizang,79
gansu,131
hebei,83
hainan,31
neimenggu,87
haerbin,70
yunnan,62
hubei,103
zhejiang,100
chongqing,101
xinjiang,80
henan,91
shan1xi,109
guizhou,61
fujian,71
jiangxi,64
