province,average
beijing,102
shandong,102
hunan,85
guangxi,65
qinghai,79
jiangsu,59
ningxia,86
sichuan,71
shan3xi,122
liaoning,127
guangdong,57
jilin,108
anhui,67
tianjin,126
shanghai,38
xizang,50
gansu,85
hebei,117
hainan,31
neimenggu,93
haerbin,73
yunnan,61
hubei,103
zhejiang,53
chongqing,79
xinjiang,288
henan,172
shan1xi,94
guizhou,66
fujian,54
jiangxi,93
