province,average
beijing,96
shandong,62
hunan,44
guangxi,37
qinghai,74
jiangsu,72
ningxia,78
sichuan,66
shan3xi,83
liaoning,48
guangdong,39
jilin,65
anhui,75
tianjin,81
shanghai,57
xizang,50
gansu,68
hebei,60
hainan,22
neimenggu,75
haerbin,72
yunnan,60
hubei,51
zhejiang,52
chongqing,67
xinjiang,79
henan,77
shan1xi,68
guizhou,41
fujian,65
jiangxi,40
