province,average
beijing,74
shandong,76
hunan,59
guangxi,78
qinghai,74
jiangsu,86
ningxia,44
sichuan,51
shan3xi,71
liaoning,64
guangdong,60
jilin,65
anhui,120
tianjin,81
shanghai,115
xizang,51
gansu,60
hebei,64
hainan,30
neimenggu,61
haerbin,48
yunnan,37
hubei,59
zhejiang,90
chongqing,45
xinjiang,54
henan,92
shan1xi,37
guizhou,37
fujian,46
jiangxi,73
