province,average
beijing,81
shandong,57
hunan,36
guangxi,44
qinghai,60
jiangsu,54
ningxia,64
sichuan,66
shan3xi,54
liaoning,57
guangdong,31
jilin,52
anhui,56
tianjin,69
shanghai,27
xizang,22
gansu,92
hebei,57
hainan,20
neimenggu,75
haerbin,51
yunnan,41
hubei,58
zhejiang,40
chongqing,58
xinjiang,69
henan,65
shan1xi,62
guizhou,40
fujian,31
jiangxi,33
