province,average
beijing,102
shandong,59
hunan,67
guangxi,63
qinghai,72
jiangsu,64
ningxia,71
sichuan,82
shan3xi,88
liaoning,50
guangdong,63
jilin,49
anhui,60
tianjin,62
shanghai,66
xizang,39
gansu,82
hebei,64
hainan,24
neimenggu,80
haerbin,65
yunnan,57
hubei,61
zhejiang,60
chongqing,66
xinjiang,148
henan,73
shan1xi,80
guizhou,71
fujian,62
jiangxi,58
