province,average
beijing,147
shandong,80
hunan,73
guangxi,70
qinghai,124
jiangsu,95
ningxia,153
sichuan,93
shan3xi,85
liaoning,66
guangdong,50
jilin,55
anhui,80
tianjin,113
shanghai,92
xizang,34
gansu,250
hebei,74
hainan,41
neimenggu,123
haerbin,53
yunnan,68
hubei,76
zhejiang,85
chongqing,93
xinjiang,78
henan,83
shan1xi,108
guizhou,84
fujian,64
jiangxi,77
