province,average
beijing,62
shandong,77
hunan,119
guangxi,67
qinghai,55
jiangsu,117
ningxia,72
sichuan,64
shan3xi,54
liaoning,51
guangdong,45
jilin,29
anhui,110
tianjin,73
shanghai,56
xizang,40
gansu,73
hebei,57
hainan,33
neimenggu,69
haerbin,48
yunnan,50
hubei,89
zhejiang,93
chongqing,66
xinjiang,67
henan,72
shan1xi,61
guizhou,87
fujian,59
jiangxi,157
