province,average
beijing,81
shandong,104
hunan,104
guangxi,82
qinghai,0
jiangsu,101
ningxia,0
sichuan,56
shan3xi,0
liaoning,76
guangdong,65
jilin,127
anhui,96
tianjin,128
shanghai,90
xizang,0
gansu,0
hebei,129
hainan,34
neimenggu,108
haerbin,88
yunnan,0
hubei,126
zhejiang,96
chongqing,63
xinjiang,0
henan,172
shan1xi,98
guizhou,0
fujian,66
jiangxi,87
