province,average
beijing,123
shandong,62
hunan,104
guangxi,82
qinghai,59
jiangsu,55
ningxia,71
sichuan,51
shan3xi,106
liaoning,64
guangdong,68
jilin,68
anhui,59
tianjin,79
shanghai,32
xizang,53
gansu,79
hebei,83
hainan,34
neimenggu,69
haerbin,61
yunnan,56
hubei,109
zhejiang,53
chongqing,38
xinjiang,53
henan,118
shan1xi,70
guizhou,69
fujian,58
jiangxi,67
