province,average
beijing,73
shandong,64
hunan,73
guangxi,72
qinghai,112
jiangsu,75
ningxia,51
sichuan,80
shan3xi,93
liaoning,56
guangdong,66
jilin,80
anhui,74
tianjin,48
shanghai,86
xizang,61
gansu,65
hebei,56
hainan,25
neimenggu,61
haerbin,45
yunnan,84
hubei,76
zhejiang,81
chongqing,84
xinjiang,59
henan,81
shan1xi,63
guizhou,94
fujian,96
jiangxi,72
