province,average
beijing,90
shandong,62
hunan,38
guangxi,38
qinghai,62
jiangsu,109
ningxia,37
sichuan,58
shan3xi,53
liaoning,50
guangdong,42
jilin,56
anhui,76
tianjin,68
shanghai,47
xizang,34
gansu,69
hebei,63
hainan,14
neimenggu,52
haerbin,60
yunnan,39
hubei,66
zhejiang,52
chongqing,56
xinjiang,48
henan,70
shan1xi,59
guizhou,46
fujian,47
jiangxi,61
