province,average
beijing,67
shandong,77
hunan,88
guangxi,89
qinghai,96
jiangsu,57
ningxia,137
sichuan,71
shan3xi,92
liaoning,77
guangdong,94
jilin,64
anhui,68
tianjin,95
shanghai,51
xizang,62
gansu,94
hebei,93
hainan,44
neimenggu,111
haerbin,66
yunnan,64
hubei,89
zhejiang,79
chongqing,68
xinjiang,120
henan,99
shan1xi,86
guizhou,69
fujian,53
jiangxi,90
