province,average
beijing,65
shandong,59
hunan,86
guangxi,59
qinghai,61
jiangsu,55
ningxia,50
sichuan,59
shan3xi,54
liaoning,59
guangdong,56
jilin,59
anhui,55
tianjin,72
shanghai,43
xizang,58
gansu,61
hebei,57
hainan,33
neimenggu,46
haerbin,55
yunnan,47
hubei,81
zhejiang,57
chongqing,41
xinjiang,78
henan,55
shan1xi,44
guizhou,49
fujian,37
jiangxi,60
