beijing,43
shandong,59
hunan,74
guangxi,52
qinghai,80
jiangsu,33
ningxia,55
sichuan,65
shan3xi,56
liaoning,48
guangdong,59
jilin,32
anhui,47
tianjin,70
shanghai,38
xizang,38
gansu,68
hebei,55
hainan,25
neimenggu,51
haerbin,46
yunnan,62
hubei,63
zhejiang,39
chongqing,60
xinjiang,60
henan,95
shan1xi,51
guizhou,68
fujian,70
jiangxi,58
