province,average
beijing,62
shandong,100
hunan,59
guangxi,53
qinghai,82
jiangsu,141
ningxia,114
sichuan,61
shan3xi,59
liaoning,88
guangdong,63
jilin,94
anhui,113
tianjin,79
shanghai,93
xizang,68
gansu,98
hebei,80
hainan,35
neimenggu,82
haerbin,89
yunnan,45
hubei,68
zhejiang,150
chongqing,41
xinjiang,61
henan,78
shan1xi,83
guizhou,38
fujian,74
jiangxi,104
