province,average
beijing,108
shandong,74
hunan,73
guangxi,79
qinghai,54
jiangsu,78
ningxia,86
sichuan,43
shan3xi,70
liaoning,74
guangdong,64
jilin,57
anhui,83
tianjin,116
shanghai,55
xizang,42
gansu,74
hebei,88
hainan,41
neimenggu,46
haerbin,57
yunnan,48
hubei,84
zhejiang,78
chongqing,29
xinjiang,52
henan,85
shan1xi,59
guizhou,79
fujian,61
jiangxi,64
