province,average
beijing,131
shandong,69
hunan,41
guangxi,41
qinghai,31
jiangsu,65
ningxia,46
sichuan,59
shan3xi,59
liaoning,69
guangdong,60
jilin,33
anhui,71
tianjin,122
shanghai,35
xizang,34
gansu,59
hebei,86
hainan,25
neimenggu,69
haerbin,44
yunnan,33
hubei,53
zhejiang,50
chongqing,38
xinjiang,77
henan,59
shan1xi,84
guizhou,51
fujian,35
jiangxi,58
