province,average
beijing,93
shandong,65
hunan,54
guangxi,41
qinghai,42
jiangsu,53
ningxia,54
sichuan,39
shan3xi,54
liaoning,70
guangdong,40
jilin,45
anhui,58
tianjin,68
shanghai,50
xizang,40
gansu,56
hebei,59
hainan,20
neimenggu,59
haerbin,43
yunnan,35
hubei,64
zhejiang,52
chongqing,28
xinjiang,66
henan,48
shan1xi,52
guizhou,49
fujian,30
jiangxi,55
