province,average
beijing,112
shandong,62
hunan,77
guangxi,81
qinghai,57
jiangsu,59
ningxia,59
sichuan,94
shan3xi,61
liaoning,76
guangdong,51
jilin,45
anhui,56
tianjin,84
shanghai,31
xizang,27
gansu,79
hebei,72
hainan,25
neimenggu,61
haerbin,49
yunnan,57
hubei,86
zhejiang,47
chongqing,91
xinjiang,57
henan,64
shan1xi,65
guizhou,100
fujian,28
jiangxi,61
