province,average
beijing,59
shandong,65
hunan,40
guangxi,28
qinghai,24
jiangsu,49
ningxia,75
sichuan,49
shan3xi,44
liaoning,65
guangdong,30
jilin,29
anhui,44
tianjin,77
shanghai,58
xizang,25
gansu,67
hebei,60
hainan,15
neimenggu,74
haerbin,37
yunnan,50
hubei,43
zhejiang,55
chongqing,31
xinjiang,62
henan,50
shan1xi,67
guizhou,43
fujian,54
jiangxi,45
