province,average
beijing,50
shandong,60
hunan,47
guangxi,33
qinghai,62
jiangsu,112
ningxia,53
sichuan,68
shan3xi,56
liaoning,36
guangdong,40
jilin,26
anhui,102
tianjin,48
shanghai,64
xizang,42
gansu,81
hebei,37
hainan,27
neimenggu,60
haerbin,46
yunnan,35
hubei,64
zhejiang,84
chongqing,68
xinjiang,52
henan,77
shan1xi,55
guizhou,53
fujian,45
jiangxi,50
