province,average
beijing,70
shandong,68
hunan,71
guangxi,68
qinghai,106
jiangsu,75
ningxia,49
sichuan,74
shan3xi,68
liaoning,50
guangdong,45
jilin,51
anhui,81
tianjin,64
shanghai,79
xizang,40
gansu,66
hebei,59
hainan,21
neimenggu,56
haerbin,47
yunnan,83
hubei,90
zhejiang,78
chongqing,59
xinjiang,63
henan,67
shan1xi,52
guizhou,65
fujian,63
jiangxi,88
