province,average
beijing,54
shandong,79
hunan,73
guangxi,54
qinghai,111
jiangsu,118
ningxia,85
sichuan,75
shan3xi,105
liaoning,64
guangdong,47
jilin,59
anhui,92
tianjin,98
shanghai,115
xizang,57
gansu,105
hebei,83
hainan,23
neimenggu,72
haerbin,57
yunnan,59
hubei,94
zhejiang,93
chongqing,75
xinjiang,87
henan,100
shan1xi,79
guizhou,73
fujian,42
jiangxi,65
