province,average
beijing,99
shandong,92
hunan,63
guangxi,46
qinghai,50
jiangsu,112
ningxia,62
sichuan,65
shan3xi,70
liaoning,64
guangdong,41
jilin,66
anhui,93
tianjin,75
shanghai,87
xizang,30
gansu,52
hebei,61
hainan,27
neimenggu,65
haerbin,57
yunnan,72
hubei,74
zhejiang,100
chongqing,60
xinjiang,67
henan,70
shan1xi,68
guizhou,49
fujian,52
jiangxi,59
