province,average
beijing,23
shandong,48
hunan,55
guangxi,55
qinghai,60
jiangsu,61
ningxia,57
sichuan,69
shan3xi,54
liaoning,36
guangdong,67
jilin,42
anhui,62
tianjin,29
shanghai,59
xizang,45
gansu,71
hebei,35
hainan,46
neimenggu,46
haerbin,51
yunnan,50
hubei,57
zhejiang,66
chongqing,69
xinjiang,85
henan,50
shan1xi,27
guizhou,50
fujian,76
jiangxi,60
