province,average
beijing,74
shandong,60
hunan,33
guangxi,38
qinghai,66
jiangsu,39
ningxia,62
sichuan,55
shan3xi,50
liaoning,51
guangdong,46
jilin,42
anhui,42
tianjin,53
shanghai,34
xizang,26
gansu,70
hebei,51
hainan,23
neimenggu,59
haerbin,45
yunnan,55
hubei,41
zhejiang,43
chongqing,57
xinjiang,72
henan,48
shan1xi,57
guizhou,56
fujian,30
jiangxi,32
