province,average
beijing,65
shandong,61
hunan,55
guangxi,61
qinghai,59
jiangsu,74
ningxia,90
sichuan,76
shan3xi,64
liaoning,53
guangdong,54
jilin,40
anhui,72
tianjin,75
shanghai,51
xizang,49
gansu,101
hebei,58
hainan,47
neimenggu,62
haerbin,52
yunnan,60
hubei,61
zhejiang,61
chongqing,81
xinjiang,93
henan,57
shan1xi,50
guizhou,75
fujian,65
jiangxi,61
