province,average
beijing,135
shandong,57
hunan,71
guangxi,74
qinghai,246
jiangsu,63
ningxia,120
sichuan,80
shan3xi,86
liaoning,68
guangdong,67
jilin,107
anhui,72
tianjin,118
shanghai,38
xizang,45
gansu,161
hebei,69
hainan,36
neimenggu,80
haerbin,72
yunnan,59
hubei,82
zhejiang,67
chongqing,70
xinjiang,96
henan,62
shan1xi,66
guizhou,75
fujian,64
jiangxi,76
