province,average
beijing,15
shandong,53
hunan,53
guangxi,46
qinghai,31
jiangsu,50
ningxia,49
sichuan,43
shan3xi,34
liaoning,55
guangdong,52
jilin,65
anhui,46
tianjin,65
shanghai,27
xizang,40
gansu,57
hebei,56
hainan,26
neimenggu,45
haerbin,61
yunnan,34
hubei,61
zhejiang,34
chongqing,28
xinjiang,74
henan,45
shan1xi,47
guizhou,56
fujian,33
jiangxi,58
