province,average
beijing,58
shandong,70
hunan,36
guangxi,38
qinghai,62
jiangsu,65
ningxia,60
sichuan,65
shan3xi,57
liaoning,56
guangdong,36
jilin,55
anhui,54
tianjin,63
shanghai,66
xizang,42
gansu,80
hebei,50
hainan,22
neimenggu,66
haerbin,65
yunnan,59
hubei,51
zhejiang,57
chongqing,61
xinjiang,81
henan,68
shan1xi,55
guizhou,52
fujian,53
jiangxi,35
