province,average
beijing,68
shandong,69
hunan,59
guangxi,47
qinghai,56
jiangsu,41
ningxia,74
sichuan,63
shan3xi,55
liaoning,57
guangdong,60
jilin,46
anhui,47
tianjin,68
shanghai,30
xizang,29
gansu,62
hebei,65
hainan,22
neimenggu,52
haerbin,57
yunnan,48
hubei,59
zhejiang,30
chongqing,57
xinjiang,76
henan,89
shan1xi,76
guizhou,59
fujian,56
jiangxi,51
