province,average
beijing,50
shandong,67
hunan,82
guangxi,45
qinghai,112
jiangsu,70
ningxia,83
sichuan,80
shan3xi,130
liaoning,62
guangdong,33
jilin,63
anhui,67
tianjin,74
shanghai,44
xizang,53
gansu,114
hebei,66
hainan,20
neimenggu,78
haerbin,67
yunnan,66
hubei,78
zhejiang,49
chongqing,73
xinjiang,61
henan,86
shan1xi,78
guizhou,47
fujian,25
jiangxi,61
