province,average
beijing,90
shandong,74
hunan,44
guangxi,39
qinghai,61
jiangsu,60
ningxia,49
sichuan,59
shan3xi,63
liaoning,65
guangdong,37
jilin,64
anhui,66
tianjin,72
shanghai,31
xizang,50
gansu,57
hebei,62
hainan,16
neimenggu,72
haerbin,54
yunnan,44
hubei,61
zhejiang,52
chongqing,50
xinjiang,68
henan,72
shan1xi,73
guizhou,33
fujian,42
jiangxi,52
