province,average
beijing,84
shandong,61
hunan,46
guangxi,40
qinghai,52
jiangsu,61
ningxia,46
sichuan,49
shan3xi,36
liaoning,61
guangdong,43
jilin,61
anhui,58
tianjin,90
shanghai,39
xizang,27
gansu,66
hebei,69
hainan,26
neimenggu,59
haerbin,47
yunnan,31
hubei,54
zhejiang,46
chongqing,32
xinjiang,61
henan,53
shan1xi,52
guizhou,51
fujian,42
jiangxi,55
