province,average
beijing,110
shandong,65
hunan,56
guangxi,28
qinghai,41
jiangsu,59
ningxia,55
sichuan,63
shan3xi,51
liaoning,53
guangdong,30
jilin,37
anhui,70
tianjin,86
shanghai,33
xizang,30
gansu,50
hebei,68
hainan,19
neimenggu,57
haerbin,55
yunnan,53
hubei,67
zhejiang,42
chongqing,40
xinjiang,79
henan,74
shan1xi,67
guizhou,62
fujian,39
jiangxi,61
