province,average
beijing,53
shandong,51
hunan,54
guangxi,34
qinghai,51
jiangsu,49
ningxia,49
sichuan,57
shan3xi,58
liaoning,48
guangdong,32
jilin,54
anhui,55
tianjin,62
shanghai,53
xizang,24
gansu,76
hebei,47
hainan,25
neimenggu,60
haerbin,50
yunnan,38
hubei,63
zhejiang,55
chongqing,38
xinjiang,52
henan,52
shan1xi,44
guizhou,55
fujian,45
jiangxi,47
