beijing,46
shandong,70
hunan,49
guangxi,36
qinghai,57
jiangsu,66
ningxia,61
sichuan,61
shan3xi,50
liaoning,42
guangdong,31
jilin,16
anhui,55
tianjin,64
shanghai,80
xizang,29
gansu,75
hebei,49
hainan,19
neimenggu,50
haerbin,44
yunnan,42
hubei,50
zhejiang,65
chongqing,34
xinjiang,66
henan,70
shan1xi,54
guizhou,47
fujian,65
jiangxi,59
