province,average
beijing,69
shandong,71
hunan,82
guangxi,78
qinghai,53
jiangsu,79
ningxia,59
sichuan,55
shan3xi,58
liaoning,54
guangdong,31
jilin,36
anhui,70
tianjin,70
shanghai,33
xizang,43
gansu,101
hebei,62
hainan,18
neimenggu,67
haerbin,46
yunnan,74
hubei,86
zhejiang,52
chongqing,59
xinjiang,55
henan,69
shan1xi,70
guizhou,98
fujian,36
jiangxi,75
