province,average
beijing,95
shandong,82
hunan,68
guangxi,36
qinghai,97
jiangsu,71
ningxia,76
sichuan,57
shan3xi,89
liaoning,80
guangdong,32
jilin,98
anhui,79
tianjin,85
shanghai,58
xizang,26
gansu,93
hebei,94
hainan,16
neimenggu,84
haerbin,68
yunnan,61
hubei,92
zhejiang,81
chongqing,55
xinjiang,194
henan,87
shan1xi,93
guizhou,58
fujian,33
jiangxi,60
