province,average
beijing,161
shandong,110
hunan,97
guangxi,73
qinghai,86
jiangsu,76
ningxia,100
sichuan,80
shan3xi,132
liaoning,101
guangdong,63
jilin,104
anhui,77
tianjin,160
shanghai,64
xizang,53
gansu,74
hebei,153
hainan,26
neimenggu,83
haerbin,70
yunnan,60
hubei,120
zhejiang,74
chongqing,95
xinjiang,254
henan,203
shan1xi,71
guizhou,72
fujian,49
jiangxi,66
