province,average
beijing,81
shandong,56
hunan,57
guangxi,48
qinghai,78
jiangsu,41
ningxia,88
sichuan,77
shan3xi,83
liaoning,71
guangdong,47
jilin,81
anhui,40
tianjin,50
shanghai,53
xizang,37
gansu,87
hebei,52
hainan,20
neimenggu,84
haerbin,75
yunnan,55
hubei,53
zhejiang,74
chongqing,74
xinjiang,77
henan,61
shan1xi,68
guizhou,75
fujian,62
jiangxi,44
