province,average
beijing,103
shandong,73
hunan,77
guangxi,52
qinghai,92
jiangsu,65
ningxia,102
sichuan,66
shan3xi,136
liaoning,128
guangdong,52
jilin,98
anhui,63
tianjin,107
shanghai,50
xizang,58
gansu,106
hebei,105
hainan,39
neimenggu,109
haerbin,72
yunnan,64
hubei,87
zhejiang,73
chongqing,61
xinjiang,102
henan,92
shan1xi,96
guizhou,65
fujian,29
jiangxi,87
