beijing,64
shandong,65
hunan,57
guangxi,40
qinghai,51
jiangsu,56
ningxia,76
sichuan,59
shan3xi,63
liaoning,35
guangdong,42
jilin,55
anhui,75
tianjin,68
shanghai,41
xizang,49
gansu,58
hebei,49
hainan,20
neimenggu,61
haerbin,68
yunnan,60
hubei,59
zhejiang,60
chongqing,44
xinjiang,80
henan,77
shan1xi,53
guizhou,46
fujian,58
jiangxi,72
