province,average
beijing,67
shandong,76
hunan,66
guangxi,59
qinghai,90
jiangsu,84
ningxia,87
sichuan,66
shan3xi,92
liaoning,79
guangdong,48
jilin,64
anhui,73
tianjin,89
shanghai,70
xizang,56
gansu,194
hebei,74
hainan,35
neimenggu,79
haerbin,67
yunnan,39
hubei,68
zhejiang,62
chongqing,70
xinjiang,114
henan,75
shan1xi,74
guizhou,73
fujian,62
jiangxi,64
