province,average
beijing,92
shandong,79
hunan,59
guangxi,61
qinghai,82
jiangsu,70
ningxia,85
sichuan,75
shan3xi,119
liaoning,80
guangdong,43
jilin,62
anhui,67
tianjin,73
shanghai,65
xizang,41
gansu,110
hebei,68
hainan,29
neimenggu,79
haerbin,63
yunnan,54
hubei,66
zhejiang,55
chongqing,76
xinjiang,88
henan,94
shan1xi,85
guizhou,71
fujian,37
jiangxi,47
