province,average
beijing,109
shandong,62
hunan,82
guangxi,65
qinghai,154
jiangsu,43
ningxia,109
sichuan,87
shan3xi,87
liaoning,52
guangdong,67
jilin,55
anhui,40
tianjin,84
shanghai,52
xizang,56
gansu,288
hebei,70
hainan,27
neimenggu,82
haerbin,75
yunnan,82
hubei,66
zhejiang,58
chongqing,95
xinjiang,68
henan,79
shan1xi,83
guizhou,80
fujian,71
jiangxi,54
