province,average
beijing,64
shandong,88
hunan,86
guangxi,65
qinghai,126
jiangsu,117
ningxia,65
sichuan,86
shan3xi,79
liaoning,75
guangdong,47
jilin,63
anhui,78
tianjin,132
shanghai,110
xizang,54
gansu,68
hebei,79
hainan,22
neimenggu,52
haerbin,64
yunnan,56
hubei,108
zhejiang,108
chongqing,85
xinjiang,84
henan,78
shan1xi,55
guizhou,88
fujian,66
jiangxi,76
