province,average
beijing,54
shandong,62
hunan,46
guangxi,59
qinghai,75
jiangsu,98
ningxia,72
sichuan,70
shan3xi,59
liaoning,45
guangdong,68
jilin,70
anhui,71
tianjin,65
shanghai,84
xizang,54
gansu,106
hebei,54
hainan,27
neimenggu,56
haerbin,70
yunnan,64
hubei,61
zhejiang,76
chongqing,67
xinjiang,65
henan,57
shan1xi,43
guizhou,55
fujian,56
jiangxi,47
