province,average
beijing,52
shandong,84
hunan,56
guangxi,33
qinghai,81
jiangsu,68
ningxia,82
sichuan,60
shan3xi,80
liaoning,68
guangdong,39
jilin,69
anhui,70
tianjin,83
shanghai,47
xizang,34
gansu,131
hebei,80
hainan,23
neimenggu,60
haerbin,63
yunnan,51
hubei,72
zhejiang,66
chongqing,63
xinjiang,190
henan,81
shan1xi,63
guizhou,44
fujian,45
jiangxi,58
