province,average
beijing,97
shandong,69
hunan,96
guangxi,100
qinghai,56
jiangsu,62
ningxia,56
sichuan,53
shan3xi,71
liaoning,76
guangdong,76
jilin,85
anhui,59
tianjin,156
shanghai,39
xizang,34
gansu,81
hebei,97
hainan,56
neimenggu,50
haerbin,49
yunnan,46
hubei,85
zhejiang,53
chongqing,51
xinjiang,76
henan,111
shan1xi,56
guizhou,71
fujian,48
jiangxi,70
