province,average
beijing,112
shandong,62
hunan,53
guangxi,50
qinghai,61
jiangsu,91
ningxia,47
sichuan,54
shan3xi,56
liaoning,47
guangdong,44
jilin,48
anhui,61
tianjin,93
shanghai,45
xizang,42
gansu,64
hebei,85
hainan,15
neimenggu,62
haerbin,62
yunnan,48
hubei,79
zhejiang,55
chongqing,57
xinjiang,61
henan,79
shan1xi,60
guizhou,55
fujian,29
jiangxi,50
