province,average
beijing,57
shandong,70
hunan,68
guangxi,60
qinghai,94
jiangsu,60
ningxia,36
sichuan,76
shan3xi,76
liaoning,66
guangdong,32
jilin,70
anhui,68
tianjin,65
shanghai,58
xizang,53
gansu,58
hebei,60
hainan,23
neimenggu,44
haerbin,64
yunnan,70
hubei,70
zhejiang,70
chongqing,95
xinjiang,67
henan,63
shan1xi,57
guizhou,44
fujian,40
jiangxi,55
