province,average
beijing,44
shandong,75
hunan,49
guangxi,57
qinghai,61
jiangsu,59
ningxia,58
sichuan,55
shan3xi,70
liaoning,64
guangdong,61
jilin,66
anhui,57
tianjin,68
shanghai,56
xizang,51
gansu,59
hebei,75
hainan,22
neimenggu,76
haerbin,88
yunnan,59
hubei,54
zhejiang,61
chongqing,39
xinjiang,76
henan,54
shan1xi,51
guizhou,56
fujian,66
jiangxi,47
