province,average
beijing,25
shandong,95
hunan,109
guangxi,83
qinghai,83
jiangsu,93
ningxia,70
sichuan,75
shan3xi,104
liaoning,78
guangdong,63
jilin,74
anhui,86
tianjin,80
shanghai,103
xizang,39
gansu,62
hebei,124
hainan,37
neimenggu,55
haerbin,60
yunnan,58
hubei,109
zhejiang,90
chongqing,116
xinjiang,125
henan,187
shan1xi,54
guizhou,62
fujian,58
jiangxi,71
